id,quality
605,7
606,5
607,6
608,7
609,6
610,5
611,5
612,6
613,6
614,5
615,6
616,6
617,6
618,5
619,6
620,6
621,6
622,5
623,6
624,5
625,6
626,6
627,6
628,6
629,6
630,6
631,7
632,7
633,6
634,6
635,6
636,5
637,6
638,6
639,6
640,5
641,6
642,6
643,6
644,6
645,5
646,6
647,6
648,5
649,6
650,6
651,6
652,6
653,6
654,7
655,5
656,6
657,6
658,6
659,5
660,6
661,6
662,6
663,6
664,5
665,6
666,6
667,5
668,5
669,6
670,6
671,6
672,6
673,6
674,6
675,6
676,6
677,6
678,6
679,7
680,5
681,5
682,6
683,5
684,6
685,6
686,6
687,6
688,5
689,7
690,6
691,5
692,6
693,7
694,5
695,5
696,5
697,7
698,6
699,5
700,5
701,7
702,7
703,6
704,6
705,6
706,6
707,6
708,7
709,5
710,5
711,6
712,5
713,6
714,6
715,5
716,5
717,5
718,6
719,6
720,6
721,6
722,5
723,6
724,6
725,5
726,7
727,5
728,5
729,6
730,5
731,6
732,6
733,5
734,6
735,6
736,6
737,7
738,6
739,6
740,5
741,5
742,5
743,5
744,5
745,6
746,7
747,6
748,5
749,6
750,6
751,6
752,6
753,6
754,5
755,7
756,6
757,5
758,6
759,6
760,7
761,6
762,6
763,6
764,6
765,6
766,5
767,6
768,6
769,5
770,5
771,6
772,5
773,5
774,5
775,5
776,6
777,5
778,6
779,5
780,5
781,5
782,6
783,6
784,5
785,5
786,5
787,5
788,7
789,5
790,6
791,6
792,6
793,6
794,5
795,6
796,6
797,6
798,6
799,6
800,6
801,6
802,7
803,6
804,6
805,5
806,5
807,6
808,7
809,5
810,7
811,6
812,6
813,6
814,6
815,6
816,6
817,6
818,6
819,6
820,6
821,5
822,5
823,5
824,7
825,6
826,6
827,6
828,7
829,6
830,6
831,6
832,5
833,5
834,7
835,6
836,6
837,6
838,6
839,6
840,5
841,6
842,6
843,5
844,5
845,5
846,5
847,6
848,5
849,7
850,5
851,6
852,6
853,6
854,6
855,5
856,6
857,6
858,7
859,5
860,6
861,5
862,6
863,6
864,6
865,5
866,5
867,6
868,5
869,6
870,6
871,6
872,5
873,6
874,6
875,7
876,6
877,5
878,6
879,6
880,7
881,5
882,7
883,6
884,6
885,7
886,6
887,6
888,6
889,5
890,6
891,6
892,5
893,5
894,5
895,5
896,6
897,7
898,5
899,6
900,6
901,6
902,6
903,5
904,6
905,6
906,5
907,6
908,6
909,6
910,6
911,6
912,5
913,7
914,7
915,6
916,6
917,6
918,6
919,6
920,6
921,5
922,6
923,7
924,6
925,5
926,5
927,5
928,7
929,5
930,6
931,6
932,7
933,6
934,6
935,6
936,5
937,6
938,6
939,6
940,6
941,6
942,6
943,6
944,6
945,6
946,6
947,6
948,7
949,5
950,6
951,6
952,7
953,7
954,7
955,6
956,7
957,6
958,6
959,5
960,6
961,6
962,7
963,7
964,6
965,7
966,6
967,7
968,5
969,5
970,6
971,6
972,6
973,6
974,7
975,6
976,6
977,7
978,6
979,6
980,6
981,5
982,6
983,5
984,5
985,6
986,6
987,6
988,7
989,6
990,7
991,6
992,5
993,7
994,6
995,5
996,6
997,5
998,6
999,7
1000,5
1001,6
1002,6
1003,6
1004,6
1005,6
1006,6
1007,5
1008,5
1009,5
1010,7
1011,5
1012,6
1013,6
1014,5
1015,6
1016,6
1017,6
1018,6
1019,6
1020,6
1021,6
1022,6
1023,7
1024,6
1025,6
1026,5
1027,6
1028,7
1029,6
1030,5
1031,6
1032,6
1033,6
1034,6
1035,6
1036,6
1037,6
1038,5
1039,6
1040,6
1041,5
1042,6
1043,6
1044,5
1045,6
1046,6
1047,6
1048,6
1049,6
1050,6
1051,5
1052,6
1053,6
1054,6
1055,6
1056,5
1057,7
1058,6
1059,6
1060,5
1061,6
1062,5
1063,6
1064,5
1065,5
1066,6
1067,6
1068,5
1069,6
1070,5
1071,6
1072,7
1073,6
1074,5
1075,6
1076,6
1077,6
1078,6
1079,6
1080,6
1081,6
1082,7
1083,6
1084,6
1085,5
1086,6
1087,5
1088,6
1089,7
1090,5
1091,6
1092,6
1093,6
1094,6
1095,5
1096,6
1097,6
1098,6
1099,6
1100,5
1101,6
1102,6
1103,6
1104,5
1105,6
1106,6
1107,5
1108,6
1109,6
1110,5
1111,5
1112,6
1113,6
1114,6
1115,5
1116,6
1117,5
1118,5
1119,6
1120,6
1121,6
1122,5
1123,6
1124,7
1125,6
1126,6
1127,6
1128,6
1129,6
1130,5
1131,6
1132,5
1133,7
1134,5
1135,6
1136,6
1137,6
1138,5
1139,6
1140,5
1141,6
1142,6
1143,5
1144,5
1145,7
1146,6
1147,5
1148,6
1149,6
1150,5
1151,7
1152,6
1153,6
1154,5
1155,6
1156,6
1157,6
1158,5
1159,5
1160,6
1161,5
1162,5
1163,6
1164,5
1165,7
1166,5
1167,5
1168,6
1169,5
1170,6
1171,6
1172,7
1173,6
1174,6
1175,6
1176,6
1177,5
1178,5
1179,6
1180,6
1181,6
1182,5
1183,6
1184,6
1185,5
1186,6
1187,6
1188,7
1189,6
1190,5
1191,6
1192,5
1193,5
1194,6
1195,6
1196,5
1197,6
1198,6
1199,6
1200,6
1201,6
1202,6
1203,5
1204,6
1205,5
1206,5
1207,6
1208,6
1209,6
1210,6
1211,6
1212,6
1213,6
1214,5
1215,5
1216,6
1217,6
1218,6
1219,6
1220,5
1221,5
1222,7
1223,5
1224,5
1225,7
1226,6
1227,5
1228,5
1229,6
1230,6
1231,5
1232,6
1233,7
1234,6
1235,7
1236,5
1237,6
1238,6
1239,6
1240,6
1241,7
1242,6
1243,6
1244,5
1245,6
1246,6
1247,5
1248,6
1249,5
1250,6
1251,5
1252,5
1253,6
1254,6
1255,6
1256,7
1257,6
1258,6
1259,6
1260,5
1261,6
1262,5
1263,6
1264,5
1265,7
1266,6
1267,5
1268,5
1269,6
1270,5
1271,5
1272,5
1273,5
1274,6
1275,7
1276,6
1277,6
1278,7
1279,6
1280,6
1281,5
1282,6
1283,6
1284,6
1285,5
1286,7
1287,6
1288,5
1289,6
1290,5
1291,6
1292,6
1293,6
1294,6
1295,7
1296,6
1297,7
1298,6
1299,6
1300,5
1301,5
1302,6
1303,7
1304,6
1305,7
1306,6
1307,6
1308,5
1309,6
1310,6
1311,5
1312,6
1313,6
1314,5
1315,6
1316,5
1317,6
1318,6
1319,6
1320,6
1321,5
1322,7
1323,6
1324,6
1325,6
1326,6
1327,6
1328,7
1329,6
1330,5
1331,5
1332,5
1333,6
1334,6
1335,7
1336,7
1337,5
1338,6
1339,5
1340,5
1341,6
1342,6
1343,6
1344,6
1345,6
1346,6
1347,5
1348,6
1349,6
1350,5
1351,5
1352,5
1353,7
1354,7
1355,7
1356,6
1357,5
1358,6
1359,6
1360,7
1361,7
1362,6
1363,6
1364,6
1365,5
1366,6
1367,5
1368,6
1369,5
1370,6
1371,6
1372,6
1373,5
1374,6
1375,6
1376,7
1377,6
1378,6
1379,6
1380,6
1381,6
1382,5
1383,7
1384,5
1385,6
1386,6
1387,6
1388,5
1389,6
1390,6
1391,5
1392,5
1393,5
1394,6
1395,5
1396,6
1397,7
1398,6
1399,5
1400,6
1401,6
1402,5
1403,5
1404,6
1405,6
1406,5
1407,6
1408,6
1409,6
1410,5
1411,6
1412,6
1413,6
1414,6
1415,6
1416,6
1417,5
1418,5
1419,6
1420,7
1421,6
1422,6
1423,6
1424,6
1425,6
1426,6
1427,6
1428,5
1429,5
1430,5
1431,7
1432,5
1433,6
1434,5
1435,5
1436,6
1437,6
1438,6
1439,6
1440,5
1441,7
1442,7
1443,5
1444,5
1445,6
1446,6
1447,6
1448,7
1449,5
1450,5
1451,6
1452,6
1453,6
1454,5
1455,5
1456,7
1457,6
1458,5
1459,6
1460,5
1461,6
1462,5
1463,7
1464,5
1465,5
1466,6
1467,6
1468,7
1469,5
1470,6
1471,5
1472,6
1473,7
1474,6
1475,5
1476,6
1477,7
1478,6
1479,6
1480,6
1481,6
1482,5
1483,5
1484,6
1485,6
1486,6
1487,5
1488,6
1489,6
1490,6
1491,6
1492,5
1493,7
1494,6
1495,5
1496,6
1497,5
1498,5
1499,5
1500,5
1501,7
1502,5
1503,6
1504,6
1505,5
1506,5
1507,5
1508,6
1509,5
1510,6
1511,5
1512,6
1513,5
1514,6
1515,6
1516,6
1517,5
1518,5
1519,6
1520,6
1521,6
1522,5
1523,6
1524,6
1525,6
1526,6
1527,6
1528,6
1529,6
1530,6
1531,7
1532,5
1533,5
1534,6
1535,6
1536,6
1537,5
1538,6
1539,5
1540,5
1541,6
1542,6
1543,6
1544,6
1545,5
1546,6
1547,5
1548,5
1549,6
1550,6
1551,5
1552,6
1553,6
1554,6
1555,6
1556,6
1557,5
1558,5
1559,6
1560,6
1561,6
1562,6
1563,6
1564,6
1565,6
1566,6
1567,6
1568,5
1569,7
1570,5
1571,5
1572,7
1573,6
1574,6
1575,6
1576,6
1577,6
1578,6
1579,6
1580,6
1581,6
1582,5
1583,6
1584,6
1585,6
1586,6
1587,6
1588,6
1589,5
1590,6
1591,6
1592,5
1593,5
1594,6
1595,6
1596,6
1597,5
1598,6
1599,6
1600,6
1601,6
1602,6
1603,6
1604,6
1605,5
1606,6
1607,6
1608,7
1609,6
1610,5
1611,7
1612,6
1613,5
1614,5
1615,7
1616,6
1617,6
1618,6
1619,6
1620,5
1621,6
1622,6
1623,7
1624,6
1625,6
1626,6
1627,6
1628,6
1629,5
1630,6
1631,6
1632,7
1633,6
1634,7
1635,7
1636,6
1637,5
1638,6
1639,7
1640,6
1641,6
1642,7
1643,5
1644,6
1645,7
1646,7
1647,6
1648,5
1649,6
1650,6
1651,6
1652,6
1653,5
1654,6
1655,6
1656,7
1657,5
1658,6
1659,6
1660,6
1661,5
1662,6
1663,5
1664,6
1665,6
1666,6
1667,6
1668,5
1669,5
1670,6
1671,6
1672,6
1673,6
1674,6
1675,5
1676,6
1677,6
1678,5
1679,6
1680,6
1681,6
1682,6
1683,7
1684,6
1685,6
1686,7
1687,6
1688,6
1689,7
1690,6
1691,5
1692,6
1693,5
1694,5
1695,7
1696,7
1697,6
1698,6
1699,6
1700,6
1701,5
1702,6
1703,7
1704,6
1705,6
1706,6
1707,7
1708,6
1709,6
1710,5
1711,7
1712,6
1713,7
1714,6
1715,7
1716,6
1717,5
1718,6
1719,6
1720,6
1721,7
1722,7
1723,6
1724,6
1725,6
1726,6
1727,6
1728,5
1729,7
1730,7
1731,6
1732,6
1733,5
1734,6
1735,6
1736,6
1737,6
1738,6
1739,6
1740,6
1741,6
1742,6
1743,7
1744,5
1745,6
1746,6
1747,5
1748,6
1749,5
1750,6
1751,6
1752,5
1753,5
1754,5
1755,5
1756,7
1757,6
1758,6
1759,5
1760,6
1761,6
1762,6
1763,5
1764,7
1765,5
1766,6
1767,5
1768,6
1769,7
1770,6
1771,6
1772,6
1773,5
1774,6
1775,7
1776,6
1777,6
1778,6
1779,6
1780,6
1781,5
1782,5
1783,7
1784,6
1785,6
1786,6
1787,6
1788,6
1789,5
1790,6
1791,5
1792,7
1793,6
1794,5
1795,5
1796,6
1797,6
1798,5
1799,7
1800,7
1801,6
1802,6
1803,7
1804,6
1805,6
1806,7
1807,5
1808,5
1809,6
1810,5
1811,6
1812,5
1813,5
1814,6
1815,6
1816,6
1817,7
1818,7
1819,6
1820,6
1821,6
1822,5
1823,6
1824,6
1825,7
1826,6
1827,6
1828,6
1829,6
1830,6
1831,6
1832,6
1833,7
1834,6
1835,7
1836,6
1837,5
1838,6
1839,6
1840,6
1841,6
1842,6
1843,6
1844,5
1845,6
1846,5
1847,5
1848,6
1849,6
1850,5
1851,5
1852,7
1853,5
1854,6
1855,6
1856,6
1857,6
1858,6
1859,5
1860,6
1861,5
1862,6
1863,5
1864,6
1865,6
1866,6
1867,6
1868,5
1869,6
1870,6
1871,5
1872,6
1873,6
1874,5
1875,5
1876,5
1877,6
1878,6
1879,5
1880,6
1881,6
1882,6
1883,6
1884,7
1885,5
1886,6
1887,7
1888,5
1889,6
1890,6
1891,6
1892,6
1893,6
1894,7
1895,7
1896,6
1897,6
1898,6
1899,6
1900,6
1901,7
1902,6
1903,6
1904,7
1905,6
1906,5
1907,5
1908,5
1909,6
1910,6
1911,6
1912,6
1913,6
1914,6
1915,6
1916,5
1917,5
1918,7
1919,5
1920,7
1921,6
1922,7
1923,6
1924,6
1925,6
1926,7
1927,6
1928,5
1929,6
1930,6
1931,6
1932,7
1933,6
1934,7
1935,6
1936,6
1937,6
1938,5
1939,5
1940,5
1941,5
1942,7
1943,6
1944,6
1945,6
1946,5
1947,5
1948,6
1949,6
1950,5
1951,6
1952,5
1953,5
1954,7
1955,6
1956,6
1957,6
1958,6
1959,5
1960,7
1961,5
1962,6
1963,6
1964,6
1965,5
1966,6
1967,5
1968,6
1969,6
1970,6
1971,5
1972,5
1973,6
1974,6
1975,7
1976,5
1977,6
1978,6
1979,6
1980,6
1981,6
1982,6
1983,6
1984,6
1985,6
1986,6
1987,5
1988,6
1989,6
1990,5
1991,5
1992,5
1993,5
1994,6
1995,6
1996,5
1997,5
1998,6
1999,5
2000,6
2001,6
2002,5
2003,7
2004,6
2005,5
2006,7
2007,5
2008,6
2009,5
2010,7
2011,6
2012,6
2013,6
2014,6
2015,6
2016,6
2017,6
2018,5
2019,6
2020,7
2021,6
2022,6
2023,6
2024,7
2025,6
2026,6
2027,6
2028,6
2029,6
2030,6
2031,7
2032,6
2033,6
2034,6
2035,6
2036,6
2037,6
2038,5
2039,5
2040,5
2041,6
2042,5
2043,6
2044,5
2045,6
2046,6
2047,7
2048,5
2049,7
2050,6
2051,5
2052,6
2053,6
2054,5
2055,5
2056,6
2057,6
2058,6
2059,5
2060,6
2061,6
2062,5
2063,5
2064,6
2065,5
2066,7
2067,5
2068,5
2069,6
2070,5
2071,6
2072,6
2073,6
2074,6
2075,6
2076,6
2077,7
2078,5
2079,5
2080,5
2081,6
2082,6
2083,6
2084,6
2085,5
2086,6
2087,5
2088,6
2089,6
2090,6
2091,6
2092,5
2093,6
2094,5
2095,6
2096,6
2097,6
2098,6
2099,7
2100,5
2101,7
2102,7
2103,5
2104,6
2105,5
2106,6
2107,6
2108,6
2109,5
2110,6
2111,6
2112,6
2113,7
2114,7
2115,6
2116,5
2117,5
2118,7
2119,6
2120,6
2121,7
2122,5
2123,7
2124,5
2125,6
2126,5
2127,6
2128,5
2129,6
2130,5
2131,5
2132,6
2133,6
2134,6
2135,6
2136,6
2137,6
2138,6
2139,7
2140,6
2141,6
2142,6
2143,6
2144,6
2145,6
2146,6
2147,6
2148,5
2149,5
2150,7
2151,6
2152,5
2153,6
2154,6
2155,6
2156,6
2157,6
2158,6
2159,6
2160,5
2161,6
2162,6
2163,5
2164,6
2165,5
2166,6
2167,6
2168,6
2169,6
2170,6
2171,5
2172,6
2173,6
2174,5
2175,5
2176,5
2177,5
2178,6
2179,5
2180,6
2181,6
2182,5
2183,6
2184,6
2185,6
2186,5
2187,6
2188,6
2189,5
2190,5
2191,6
2192,5
2193,6
2194,6
2195,5
2196,6
2197,6
2198,6
2199,5
2200,6
2201,6
2202,5
2203,5
2204,7
2205,6
2206,6
2207,6
2208,6
2209,6
2210,6
2211,5
2212,7
2213,6
2214,7
2215,5
2216,6
2217,6
2218,6
2219,5
2220,6
2221,5
2222,6
2223,5
2224,6
2225,5
2226,6
2227,6
2228,6
2229,6
2230,6
2231,7
2232,6
2233,6
2234,6
2235,6
2236,5
2237,5
2238,6
2239,7
2240,6
2241,6
2242,6
2243,6
2244,6
2245,5
2246,6
2247,6
2248,6
2249,5
2250,6
2251,7
2252,5
2253,6
2254,6
2255,7
2256,6
2257,5
2258,5
2259,5
2260,5
2261,5
2262,6
2263,7
2264,5
2265,5
2266,6
2267,7
2268,7
2269,5
2270,6
2271,7
2272,6
2273,6
2274,6
2275,5
2276,6
2277,5
2278,5
2279,6
2280,6
2281,7
2282,6
2283,6
2284,6
2285,6
2286,5
2287,7
2288,6
2289,7
2290,6
2291,6
2292,6
2293,5
2294,6
2295,6
2296,6
2297,6
2298,7
2299,5
2300,7
2301,6
2302,6
2303,6
2304,5
2305,6
2306,6
2307,6
2308,6
2309,6
2310,6
2311,6
2312,6
2313,6
2314,6
2315,6
2316,6
2317,5
2318,5
2319,6
2320,6
2321,6
2322,6
2323,5
2324,6
2325,6
2326,7
2327,7
2328,6
2329,6
2330,5
2331,5
2332,5
2333,6
2334,6
2335,5
2336,6
2337,6
2338,5
2339,6
2340,6
2341,6
2342,6
2343,5
2344,6
2345,6
2346,7
2347,5
2348,5
2349,5
2350,6
2351,6
2352,6
2353,5
2354,6
2355,6
2356,6
2357,6
2358,6
2359,6
2360,5
2361,6
2362,7
2363,5
2364,6
2365,5
2366,6
2367,5
2368,5
2369,5
2370,5
2371,5
2372,6
2373,6
2374,6
2375,6
2376,6
2377,6
2378,6
2379,7
2380,6
2381,5
2382,6
2383,5
2384,5
2385,6
2386,5
2387,6
2388,7
2389,7
2390,6
2391,5
2392,6
2393,5
2394,6
2395,6
2396,5
2397,6
2398,6
2399,5
2400,6
2401,6
2402,6
2403,6
2404,7
2405,6
2406,5
2407,7
2408,6
2409,5
2410,6
2411,6
2412,6
2413,6
2414,6
2415,5
2416,6
2417,7
2418,5
2419,5
2420,7
2421,5
2422,6
2423,5
2424,5
2425,6
2426,6
2427,6
2428,5
2429,6
2430,6
2431,6
2432,5
2433,6
2434,6
2435,6
2436,6
2437,6
2438,6
2439,5
2440,6
2441,6
2442,6
2443,6
2444,6
2445,6
2446,7
2447,5
2448,6
2449,6
2450,6
2451,6
2452,6
2453,6
2454,6
2455,5
2456,6
2457,7
2458,5
2459,6
2460,6
2461,6
2462,6
2463,6
2464,7
2465,7
2466,5
2467,7
2468,6
2469,5
2470,5
2471,7
2472,5
2473,5
2474,6
2475,6
2476,6
2477,6
2478,7
2479,7
2480,6
2481,6
2482,6
2483,6
2484,5
2485,5
2486,6
2487,5
2488,6
2489,6
2490,6
2491,6
2492,6
2493,6
2494,6
2495,6
2496,6
2497,5
2498,6
2499,6
2500,6
2501,6
2502,6
2503,7
2504,7
2505,5
2506,5
2507,6
2508,6
2509,5
2510,7
2511,6
2512,6
2513,6
2514,6
2515,5
2516,6
2517,6
2518,5
2519,6
2520,5
2521,7
2522,5
2523,5
2524,6
2525,6
2526,6
2527,5
2528,5
2529,6
2530,7
2531,6
2532,6
2533,6
2534,7
2535,6
2536,5
2537,6
2538,6
2539,6
2540,5
2541,5
2542,6
2543,6
2544,7
2545,6
2546,7
2547,6
2548,5
2549,6
2550,6
2551,7
2552,5
2553,6
2554,5
2555,6
2556,7
2557,6
2558,5
2559,6
2560,5
2561,7
2562,6
2563,5
2564,5
2565,6
2566,6
2567,6
2568,7
2569,5
2570,6
2571,7
2572,5
2573,6
2574,6
2575,6
2576,5
2577,5
2578,6
2579,7
2580,6
2581,6
2582,5
2583,5
2584,5
2585,7
2586,6
2587,6
2588,6
2589,6
2590,6
2591,5
2592,6
2593,6
2594,6
2595,5
2596,5
2597,7
2598,7
2599,6
2600,6
2601,6
2602,5
2603,5
2604,5
2605,6
2606,6
2607,5
2608,6
2609,6
2610,6
2611,6
2612,6
2613,6
2614,6
2615,7
2616,5
2617,5
2618,6
2619,5
2620,6
2621,6
2622,6
2623,6
2624,6
2625,6
2626,7
2627,5
2628,6
2629,6
2630,6
2631,7
2632,5
2633,5
2634,6
2635,6
2636,6
2637,6
2638,6
2639,6
2640,5
2641,6
2642,6
2643,5
2644,6
2645,5
2646,5
2647,6
2648,5
2649,6
2650,6
2651,5
2652,5
2653,5
2654,7
2655,6
2656,7
2657,6
2658,6
2659,6
2660,5
2661,6
2662,5
2663,6
2664,6
2665,6
2666,6
2667,6
2668,6
2669,6
2670,6
2671,6
2672,7
2673,6
2674,6
2675,5
2676,6
2677,6
2678,7
2679,6
2680,5
2681,5
2682,6
2683,7
2684,6
2685,7
2686,5
2687,5
2688,7
2689,5
2690,6
2691,7
2692,6
2693,6
2694,6
2695,6
2696,5
2697,5
2698,6
2699,5
2700,5
2701,7
2702,7
2703,6
2704,7
2705,6
2706,5
2707,6
2708,6
2709,5
2710,6
2711,6
2712,6
2713,5
2714,6
2715,7
2716,5
2717,6
2718,6
2719,6
2720,7
2721,6
2722,5
2723,7
2724,6
2725,6
2726,7
2727,6
2728,7
2729,6
2730,6
2731,6
2732,7
2733,5
2734,5
2735,5
2736,6
2737,6
2738,5
2739,5
2740,5
2741,5
2742,7
2743,6
2744,6
2745,5
2746,7
2747,6
2748,6
2749,5
2750,6
2751,6
2752,6
2753,6
2754,7
2755,7
2756,6
2757,6
2758,6
2759,6
2760,7
2761,5
2762,5
2763,7
2764,6
2765,5
2766,7
2767,6
2768,6
2769,5
2770,6
2771,6
2772,6
2773,6
2774,7
2775,6
2776,6
2777,5
2778,6
2779,6
2780,6
2781,6
2782,7
2783,6
2784,6
2785,7
2786,5
2787,5
2788,7
2789,7
2790,5
2791,6
2792,6
2793,5
2794,5
2795,6
2796,5
2797,7
2798,6
2799,6
2800,6
2801,5
2802,6
2803,7
2804,5
2805,5
2806,6
2807,5
2808,6
2809,6
2810,5
2811,5
2812,7
2813,7
2814,6
2815,6
2816,6
2817,5
2818,5
2819,6
2820,6
2821,6
2822,6
2823,6
2824,6
2825,7
2826,6
2827,6
2828,6
2829,5
2830,6
2831,5
2832,5
2833,6
2834,5
2835,7
2836,6
2837,6
2838,6
2839,6
2840,6
2841,7
2842,5
2843,6
2844,5
2845,5
2846,5
2847,6
2848,6
2849,6
2850,7
2851,6
2852,6
2853,6
2854,6
2855,7
2856,6
2857,6
2858,6
2859,6
2860,5
2861,5
2862,6
2863,6
2864,6
2865,5
2866,6
2867,6
2868,6
2869,5
2870,7
2871,6
2872,7
2873,6
2874,6
2875,6
2876,6
2877,6
2878,6
2879,6
2880,6
2881,6
2882,6
2883,5
2884,7
2885,7
2886,5
2887,6
2888,6
2889,7
2890,6
2891,5
2892,5
2893,5
2894,6
2895,6
2896,6
2897,6
2898,6
2899,5
2900,7
2901,6
2902,6
2903,6
2904,5
2905,7
2906,6
2907,6
2908,6
2909,6
2910,6
2911,6
2912,6
2913,5
2914,6
2915,5
2916,6
2917,6
2918,6
2919,6
2920,6
2921,6
2922,6
2923,7
2924,5
2925,6
2926,7
2927,5
2928,6
2929,5
2930,7
2931,7
2932,5
2933,5
2934,6
2935,6
2936,6
2937,5
2938,5
2939,5
2940,5
2941,6
2942,5
2943,6
2944,6
2945,5
2946,6
2947,6
2948,6
2949,6
2950,7
2951,7
2952,7
2953,6
2954,6
2955,7
2956,7
2957,5
2958,5
2959,5
2960,6
2961,6
2962,6
2963,6
2964,6
2965,6
2966,6
2967,6
2968,6
2969,5
2970,6
2971,7
2972,6
2973,6
2974,6
2975,6
2976,6
2977,6
2978,6
2979,5
2980,5
2981,6
2982,6
2983,6
2984,6
2985,6
2986,6
2987,6
2988,7
2989,6
2990,6
2991,6
2992,5
2993,6
2994,6
2995,5
2996,7
2997,7
